stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\eduardo.msantos28\source\repos\PI2-BCC\x64\Debug\allegro5.cfg r
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19655] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19662] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19668] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19675] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19680] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19686] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19692] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19698] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19708] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.19715] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.19721] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.19728] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.19733] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.19891] added dtor for bitmap 0000028AE623D3C0, func 00007FFF2876118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.22690] opening ./inicial.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.22727] opening ./inicial.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22747] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22755] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22762] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22769] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22776] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22783] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22789] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22795] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22800] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.22807] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.22812] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.22820] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.22826] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.23583] added dtor for bitmap 0000028AE623E910, func 00007FFF2876118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.24788] opening ./pop-up1.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.24823] opening ./pop-up1.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.24847] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.24855] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.24861] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.24869] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.24876] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.24884] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.24892] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.24898] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.24904] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.24910] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.24916] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.24924] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.24930] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.25628] added dtor for bitmap 0000028AE623F890, func 00007FFF2876118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.25737] opening ./pop-up2.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.25769] opening ./pop-up2.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.25787] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.25794] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.25800] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.25810] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.25818] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.25823] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.25828] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.25834] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.25840] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.25847] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.25852] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.25857] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.25863] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.25973] added dtor for bitmap 0000028AE623FA80, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.27277] added dtor for queue 0000028ADD422470, func 00007FFF28761C49
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.31599] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.31616] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.31629] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.31636] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.31672] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.31681] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.31784] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.31795] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.31898] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.31910] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.31936] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.31942] _al_d3d_sync_bitmap (video) ref count == 1
